userID,ISBN,bookRating,bookTitle,totalRatingCount,Genre
277427,031298328X,0,Full Tilt (Janet Evanovich's Full Series),79,"Max Holt (Fictitious character), Detective and mystery stories, Jamie Swift (Fictitious character), Newspaper publishing, Open Library Staff Picks, Fiction, Millionaires, Politicians, Silent partners, Suspense fiction, Women journalists, Women newspaper editors, Love stories, Fiction, romance, suspense, Large type books, Politicians, fiction, South carolina, fiction"
277427,0316096199,0,Lucky : A Memoir,115,"Victimes de viol, Cas, Études de, Rape, Rape victims, Case studies, Rape trauma syndrome, Procès (Viol), Biography, Trials (Rape), Psychological aspects, Trials, united states"
277427,0316168688,0,The Dogs of Babel (Today Show Book Club #12),55,"Virginia in fiction, Widowers, Literature, Dogs in fiction, Witnesses in fiction, Fiction, Grief, Widowers in fiction, Grief in fiction, Accident victims, Witnesses, Accident victims in fiction, Dogs, Widowers, fiction, New orleans (la.), fiction, Virginia, fiction, Fiction, mystery & detective, general, Fiction, psychological, Large type books"
277427,0316284955,0,White Oleander : A Novel (Oprah's Book Club),114,"Fiction, Foster children, Mothers and daughters, Women murderers, Young women, Children of prisoners, Psychology, Fantasy, Littérature américaine, Bildungsromans, Fiction, general, Mothers and daughters, fiction, Los angeles (calif.), fiction, Young women, fiction, Large type books, Women murderers -- Fiction, New York Times reviewed"
277427,0316569321,0,White Oleander : A Novel,116,"Fiction, Foster children, Mothers and daughters, Women murderers, Young women, Children of prisoners, Psychology, Fantasy, Littérature américaine, Bildungsromans, Fiction, general, Mothers and daughters, fiction, Los angeles (calif.), fiction, Young women, fiction, Large type books, Women murderers -- Fiction, New York Times reviewed"
277427,0316602051,0,The Jester,68,"Fiction, Fools and jesters, Nobility in fiction, Crusades in fiction, France in fiction, Relics in fiction, Kidnapping in fiction, Kidnapping, Relics, Crusades, Fools and jesters in fiction, Nobility, History, OverDrive, Historical Fiction, Accessible book, Protected DAISY, Knights and knighthood, France, fiction, Fiction, historical, Fiction, suspense, Fiction, thrillers, Fiction, historical, general, Crusades, fiction, Historical adventure, Historical - General, Thrillers, Fiction / Thrillers, Fiction - Historical, France, Large print books, Large type books, Medieval period, 987-1515, collectionid:jpsat"
277427,0316666343,0,The Lovely Bones: A Novel,272,"Murder, Psychological fiction, Teenage girls, Familias, Muchachas adolescentes, Novela psicológica, Bereavement, Dead, Murder victims' families, Fiction, Víctimas de asesinato, Crimes against, Ficción, Delitos contra, Novela hogareña, Susie Salmon (Fictitious character), Homicide, Girls, Family life, Domestic fiction, Teenagers, Families, Ghost stories, Future life, Victims of crimes, Spirits, Fiction, psychological, Fiction, family life, Large type books, nyt:trade-fiction-paperback=2009-08-30, New York Times bestseller, American fiction, Fiction, family life, general, Adolescentes, Romans, nouvelles, Crimes contre, Familles de victimes d'homicide, Murder victims' families--fiction, Teenage girls--crimes against, Teenage girls--crimes against--fiction, Ps3619.e26 l68 2004, 813/.6"
277427,0316776963,8,Me Talk Pretty One Day,146,"David Sedaris, teens, teenagers, YA, young adult, juvenile, Nonfiction, Biography, Bio, Humor, Americans, Essays, French language, culture shock, Large type books, American literature, Humor, form, essays, LGBTQ humor, Lambda Literary Awards, Lambda Literary Award Winner, LGBTQ essays, German language materials"
277427,0316777730,0,Naked,53,"Social life and customs, Humor, Humorists, American, Open Library Staff Picks, Heranwachsender, Familie, American Humorists, Humor (Nonfiction), Biography, Nonfiction, Humorists, American wit and humor, social life and customs, Large type books, Fiction, short stories (single author), American Humorous stories, Fiction, LGBTQ biography and memoir, LGBTQ essays, LGBTQ humor, collection:randy_shilts_award=winner"
277427,0345339681,0,The Hobbit : The Enchanting Prelude to The Lord of the Rings,83,"Arkenstone, Battle of Five Armies, invisibility, thrushes, eagles, hobbits, wizards, dragons, dwarves, elves, men, trolls, goblins, giant spiders, the one ring, juvenile fantasy, YOUNG ADULT FICTION, Fantasy fiction, Juvenile fiction, Fiction, Fantasy, Classics, General, Media Tie-In, children's books, juvenile works, Teen & Young Adult literature, English Fantasy fiction, Specimens, Juvenile Fantasy fiction, Toy and movable books, Magic in fiction, Open Library Staff Picks, juvenile literature, Pictorial works, Magic, Quests (Expeditions), Graphic novels, Dragons in fiction, Children's stories, Ficción fantástica inglesa, Fantasy in fiction, Translations into Russian, Ficción, Middle Earth (Imaginary place), Tierra Media (Lugar imaginario), Bilbo Baggins (Fictitious character), Dwarfs, Comic books, strips, Reading Level-Grade 11, Reading Level-Grade 12, British and irish fiction (fictional works by one author), Fiction, fantasy, general, Middle earth (imaginary place), fiction, Comics & graphic novels, fantasy, Science fiction, fantasy, horror, Child and youth fiction, Gollum (Fictitious character), Hobbits (Fictitious characters), Baggins, bilbo (fictitious character), fiction, Children's fiction, Gandalf (fictitious character), fiction, Baggins, frodo (fictitious character), fiction, Characters, Characters and characteristics, Hobbit, an unexpected journey (Motion picture), Hobbit (Tolkien, J.R.R.), YOUNG ADULT FICTION / Classics, YOUNG ADULT FICTION / Fantasy / General, YOUNG ADULT FICTION / Media Tie-In, Motion pictures, Fiction, fantasy, epic, English literature, Fiction, media tie-in, Large type books, Courage, Literatura angielska dla młodzieży, Tłumaczenia polskie, Novela Inglesa, Spanish language materials, Untranslated, Terre du Milieu (Lieu imaginaire), Romans, nouvelles, Hobbits (Personnages fictifs), Novela fantástica, Magiciens, Schultheater, Fiction, fairy tales, folk tales, legends & mythology, Fiction, fantasy, dragons & mythical creatures, Comics & graphic novels, fantasy, general, Protected DAISY, Accessible book"
277427,0345361792,0,A Prayer for Owen Meany,137,"Friendship in fiction, Friendship, Fiction, Accessible book, Protected DAISY, Vietnam War, 1961-1975, Belief and doubt, Mothers, Death, Male friendship, Predestination, Birthfathers, United States, Religious fiction, Psychological fiction, New Hampshire, Fiction, general, American fiction (fictional works by one author), Vietnam war, 1961-1975, fiction, Friendship, fiction, New hampshire, fiction, Fiction, psychological, American fiction, Croyance et doute, Romans, nouvelles, Amitié masculine, Prédestination, Pères naturels, Roman américain, Englisch, Roman"
277427,0345404769,0,Silent Witness,66,"Trials (Murder), Fiction, Fiction, suspense, Fiction, legal, Crime, fiction, Ohio, fiction"
277427,0345404777,0,No Safe Place,53,"Presidential candidates, Fiction, Fiction, thrillers, general, Fiction, legal, Journalists, fiction, California, fiction, Scandals, Literature, Legislators, Journalists, Political fiction, Political campaigns, Reporters and reporting, Legal stories, Primaries, Pro-life movement"
277427,0345413903,10,The Murder Book,86,"Los Angeles (Calif.), Murder, Milo Sturgis (Fictitious character), Fiction, Alex Delaware (Fictitious character), Clincial psychologists, Detective and mystery stories, Investigation, Police, Clinical psychologists, Psychologists, Psychological fiction, Fiction, mystery & detective, general, Fiction, psychological, Delaware, alex (fictitious character), fiction, Sturgis, milo (fictitious character), fiction, Los angeles (calif.), fiction, Large type books"
277427,0374199698,0,Middlesex: A Novel,94,"Intersexuality, Greek Americans, Teenagers, open_syllabus_project, Fiction, Hermaphroditism, Gender identity, City and town life, Suburban life, Teenage girls, Bildungsromans, Disorders of Sex Development, Hermaphrodites, Modern Literature, Domestic fiction, Fiction, coming of age, Detroit (mich.), fiction, Greek americans, fiction, Fiction, family life, Large type books, Mutation (Biology), Einwanderer, Geschlechtsumwandlung, Griechische Familie, Identitätsfindung, Zwitter, LGBTQ gender identity, LGBTQ novels, Stonewall Book Awards, Greek World, Fictional Works [Publication Type], Fiction, general, Fiction, family life, general, Transgender Persons, Américains d'origine grecque, Romans, nouvelles, Adolescentes, American fiction, history and criticism, 21st century, Group reading"
277427,0380710218,0,Postmortem,78,"Fiction, Medical examiners (Law), Kay Scarpetta (Fictitious character), Virginia in fiction, Women detectives, Women physicians in fiction, Forensic pathologists in fiction, Women physicians, Detective and mystery stories, Forensic pathologists, Women detectives in fiction, Medical fiction, Fiction in French, Accessible book, Protected DAISY, In library, Fiction, mystery & detective, women sleuths, Scarpetta, kay (fictitious character), fiction, Virginia, fiction, Forensic pathologists, fiction"
277427,0380718332,0,All That Remains (Kay Scarpetta Mysteries (Paperback)),84,"Fiction, mystery & detective, women sleuths, Scarpetta, kay (fictitious character), fiction, Virginia, fiction, Forensic pathologists, fiction"
277427,0385424736,9,The Rainmaker,180,"Fiction, Insurance crimes, Insurance crimes in fiction, Leukemia in fiction, Insurance companies in fiction, Leukemia, Legal stories, Insurance companies, Poor families, Patients, Law students, Poor families in fiction, Lawyers, Law students in fiction, Lawyers in fiction, Ficción, Cuentos jurídicos, Malpractice insurance in fiction, Insurance claims, Dutch fiction, Insurance claims in fiction, Malpractice Insurance, Thriller, Suspense, Versicherungsleistung, Versicherungsbetrieb, Nichterfüllung, Mystery and detective stories, Insurance fraud, Umschulungswerkstätten für Siedler und Auswanderer, Memphis (Tenn.), Large type books, Tennessee, fiction, Fiction, legal, Lawyers, fiction, United states, fiction, Fiction, general, Baylor, rudy (fictitious character), fiction"
277427,0385484518,0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",142,"memoir, ALS, sociology, Nightline, Death, Brandeis University, Amyotrophic lateral sclerosis, Faculty, Patients, Case studies, Teacher-student relationships, Biography, Psychological aspects, Universities and colleges, Biography & Memoir, Inspiration & Motivation, Personal Growth, Psychological aspects of Death, Attitude to Death, Muerte, Psychology, Universidad de Brandeis, Enfermos, Philosophy, Esclerosis lateral amiotrófica, Relaciones maestro-estudiante, Biografía, Análisis de casos, Aspectos psicológicos, Profesorado, Intergenerational Relations, Nonfiction, Conduct of life, Schwartz, Morris S, Brandeis University -- Faculty -- Biography, Amyotrophic lateral sclerosis -- Patients -- United States -- Biography, Teacher-student relationships -- United States -- Case studies, Death -- Psychological aspects -- Case studies, Patients -- United States -- Biography, Teacher-student relationship, Terminally ill, biography, Death, psychological aspects, Educators, united states, Authors, american, Open Library Staff Picks, Large type books, Tong su dou wu ., Ren sheng zhe xue ., Ren sheng zhe xue, Esclerosi lateral amiotròfica, Pacients, Biografia, Relacions humanes, Llibres per a joves, Mort, Amistat, Emocions, Narrativa per a joves, Novel·la realista, Sclérose latérale amyotrophique, Biographies, Études de cas, Aspect psychologique, Pacientes, Relaciones entre maestro y alumno, Zhong pian Xiao shuo, Tong su du wu, Ethnology, Intergenerational relationships, Ying yu, Dui zhao du wu, Han yu, Terminally ill, Facultybrandeis university, Death--psychological aspects, Death--psychological aspects--case studies, Teacher-student relationships--united states--case studies, Amyotrophic lateral sclerosis--patients, Amyotrophic lateral sclerosis--patients--united states--biography, Spiritual life, Sick, Ld571.b418 s383 1997, We 550 a339 1997, 378.1/2/092 b, Education - social & political aspects, Emotional healing, Teaching - classroom planning & management, Education biography, Inspiration, Patient narratives"
277427,0385486804,9,Into the Wild,71,"Adventure and adventurers, Travelers, Journeys, Wayfaring life, Hitchhiking, Nonfiction, Discovery and exploration, Travel, Biography, Alaska and the West, Adventurers, nyt:expeditions-disasters-and-adventures=2014-12-07, New York Times bestseller, Alaska, biography, West (u.s.), biography, Discovery And Exploration (General), Outdoor Life, Biography / Autobiography, Travel - General, Regional Subjects - West, Travel / Adventure, Special Interest - Adventure, Alaska, United States, West (U.S.), McCandless, Christopher Johnson, 1968-1992, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Alaska, history, Mccandless, christopher johnson , 1968-1992, Adventure and adventurers--united states--biography, Wayfaring life--alaska, Wayfaring life--west (u.s.), Hitchhiking--alaska, Hitchhiking--west (u.s.), Ct9971.m38 k73 1997, 917.9804/5"
277427,0385503857,9,Oryx and Crake,58,"Literary Fiction, friendship, fantasy, genetic engineering, fiction, science fiction, Triangles (Interpersonal relations), Open Syllabus Project, Long Now Manual for Civilization, romance, relationships, New York Times reviewed, Male friendship, Fiction, science fiction, general, Fiction, romance, general, Friendship, fiction, New york (state), fiction, Man-woman relationships, fiction, British and irish fiction (fictional works by one author), Fiction, fantasy, general, series:MaddAddam, Canadian fiction (fictional works by one author)"
277427,0385504209,8,The Da Vinci Code,226,"Suspense & Thriller, Spiritual Fiction, hieros gamos, Priory of Sion, Holy Grail, Vitruvian Man, Fibonacci sequence, safe deposit boxes, mystery & suspense, Templars, Manuscripts, Last Supper in art, Symbolism in architecture, suspense fiction, adventure fiction, Catholics, puzzles, International thriller, Code and cipher stories, Mystery fiction, crimes against art museum curators, art appreciation, thrillers, suspense, Historical Mystery & Detective Fiction, Religious fiction, Mystery, Aventures, Religious articles, Crimes against, Romans, Appreciation, Occultisme, Art museum curators, Sociedades secretas, Grial, Ficción, Robert Langdon (Fictitious character), Novela, Powiesc amerykanska, T¿umaczenia polskie, Polish language materials, Secret societies, Cryptographers, Fiction, Grail, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Detective and mystery stories, Cryptography, Fictional Works, American fiction, Leonardo, da vinci, 1452-1519, fiction, Paris (france), fiction, Fiction, mystery & detective, general, Langdon, robert (fictitious character), fiction, Fiction, thrillers, Fiction, thrillers, general, Large type books, Fiction, suspense, Museumsdirektor, Bruderschaft, Mord, Manuscritos, Criptografía, Belletristische Darstellung, Maria Magdalena, New York Times reviewed, Religious, General, England, fiction, Fiction, thrillers, suspense, Chang pian xiao shuo, collectionid:dbrl"
277427,0399501487,9,Lord of the Flies,120,"fiction, relationships, adventure, morality, survival, childhood, children, boys, ethics, castaway, shipwreck, regression, British and irish fiction (fictional works by one author), Fiction, psychological, Literature and fiction (general), English literature, Death, thriller, Interpersonal relations, Islands, Castaways, Good and evil, Survival after airplane accidents, shipwrecks, Leadership, Regression (Psychology), Interpersonal relations in children, Zhang pian xiao shuo, Moral conditions, Golding, william, 1911-1993, English literature, outlines, syllabi, etc., History and criticism, Airplane crash survival, Allegories, Psychological fiction, Shipwreck survival"
277427,0425107469,0,Watchers,71,"Accessible book, Protected DAISY, Dogs, Serial murders, Fiction, Fiction, horror, Large type books, Genetic engineering"
277427,0425113884,0,Mortal Fear,62,"Thriller, Fiction, Howard, jason (fictitious character), fiction, Fiction, thrillers, general, Boston (mass.), fiction"
277427,0425115801,0,Lightning,136,"Guardian angels, Time travel, Fiction, Large type books, Fiction, general, Society & social sciences, Political activism, Media studies, History, Fiction, horror, Fiction, science fiction, general"
277427,0425116840,8,The Cardinal of the Kremlin (Jack Ryan Novels),67,"Open Library Staff Picks, Fiction, Intelligence service, Jack Ryan (Fictitious character), American Suspense fiction, John Clark (Fictitious character), Spy stories, United States, Jack Ryan (Fictional character), Spies, Sr. Ryan, Jack (Fictitious character), Large type books, American fiction, Ryan, jack (fictitious character), fiction, Fiction, thrillers, espionage, Clark, john (fictitious character), fiction, United states, fiction"
277427,0425121631,0,Rules of Prey,52,"Private investigators, Lucas Davenport (Fictitious character), Fiction, Fiction, thrillers, general, Davenport, lucas (fictitious character), fiction, Fiction, mystery & detective, hard-boiled, Private investigators, fiction, Minneapolis (minn.), fiction, Serial murders, Detective and mystery stories, Fiction, mystery & detective, general"
277427,0425152898,0,Mind Prey,53,"Davenport, Lucas (Personaje literario), Ficción, Fiction, Investigadores privados, Large type books, Lucas Davenport (Fictitious character), Novela de misterio, Private investigators, Thrillers, Suspense, Kidnapping, Fiction, thrillers, general, Davenport, lucas (fictitious character), fiction, Minnesota, fiction, Minneapolis (minn.), fiction, Fiction, mystery & detective, hard-boiled, Fiction, mystery & detective, police procedural, Private investigators, fiction"
277427,0425154092,0,From Potter's Field,94,"Kay Scarpetta (Fictitious character), Fiction, Medical examiners (Law), Women detectives, Scarpetta, Kay (Fictitious character), Forensic pathologists, Women physicians, Women pathologists, Serial murderers, Fiction, mystery & detective, general, Fiction, medical, Scarpetta, kay (fictitious character), fiction, Women physicians, fiction, Virginia, fiction, Forensic pathologists, fiction, Fiction, mystery & detective, women sleuths"
277427,0425155943,0,Contagion,56,"Communicable diseases, Fiction, Science fiction, Medical fiction, Large type books, Fiction, mystery & detective, general, Stapleton, jack (fictitious character), fiction"
277427,0425158616,0,Cause of Death,121,"Fiction, Forensic pathologists, Kay Scarpetta (Fictitious character), Large type books, Medical examiners (Law), Women detectives, Women physicians, Accessible book, Protected DAISY, In library, Detective and mystery stories, Women pathologists, Fiction, mystery & detective, general, Women physicians, fiction, Scarpetta, kay (fictitious character), fiction, Fiction, crime, Legal stories, Fiction, mystery & detective, women sleuths, Virginia, fiction, Forensic pathologists, fiction"
277427,0425174271,0,Certain Prey,64,"Private investigators, Detective and mystery stories, Open Library Staff Picks, Fiction, Lucas Davenport (Fictitious character), Davenport, Lucas (Fictitious character), Davenport, lucas (fictitious character), fiction, Minneapolis (minn.), fiction, Minnesota, fiction, Fiction, mystery & detective, police procedural, Fiction, thrillers, general, Detectives, Mystery fiction"
277427,0425175405,0,Black Notice,123,"Kay Scarpetta (Fictitious character), Fiction, Accessible book, Protected DAISY, Scarpetta, kay (fictitious character), fiction, Fiction, mystery & detective, women sleuths, Forensic pathologists, fiction, Virginia, fiction, Paris (france), fiction, Fiction, thrillers, general"
277427,0439064872,0,Harry Potter and the Chamber of Secrets (Book 2),184,"Fantasy fiction, school stories, Fiction, Fantasy, Nestlé Smarties Book Prize winner, Juvenile fiction, Wizards, Magic, Schools, Spanish language materials, Magia, Escuelas, Ficción juvenil, Novela fantástica, Hogwarts School of Witchcraft and Wizardry (Imaginary place), Harry Potter (Fictitious character), Wizards -- Juvenile fiction, Witches, Hogwarts School of Witchcraft and Wizardry (Imaginary organization), Magos, Translations from English, Chinese fiction, Orphans, Aunts, Uncles, Cousins, Determination (Personality trait) in children, Friendship, Potter, Harry (Fictitious character), Witches Fiction, Wizards Fiction, Schools Fiction, England Fiction, Magic -- Juvenile fiction, Hogwarts School of Witchcraft and Wizardry (Imaginary place) -- Juvenile fiction, Schools -- Juvenile fiction, Wizards -- Fiction, Magic -- Fiction, Schools -- Fiction, England -- Juvenile fiction, England -- Fiction, Fantasy & Magic, Action & Adventure, Witchcraft, Harry Potter (Fictional character), Engels, Social Themes, Reading Level-Grade 11, Reading Level-Grade 12, Schools, fiction, England, fiction, Potter, harry (fictitious character), fiction, Hogwarts school of witchcraft and wizardry (imaginary organization), fiction, Wizards, fiction, Magic, fiction, Children's fiction, Adventure and adventurers, fiction, English literature, Fiction, fantasy, general, Large type books, Hermione Granger (Fictitious character), Ron Weasley (Fictitious character), Latin language materials, Children's stories, Magiciens, Romans, nouvelles, etc. pour la jeunesse, Nécromancie, Écoles, Potter, Harry (Personnage fictif), Romans, nouvelles, Magie, Family, Orphans & Foster Homes, Magía, Novela juvenil, Juvenile, Children's stories, English, Sieg, Basilisk, Das Böse, Das Gute, Internat, Lebensgefahr, Lebensrettung, List, Magier, Jugendbuch, Kampf, Schule, Basilisk (Fabeltier), Junge, Phönix, Deutschland Grenzschutzkommando Mitte Schule, Deutschland, Friendship, fiction, Hogwartes School of Witchcraft and Wizardry (Imaginary place), General, Social Issues, Witches, fiction, English Fantasy literature, Translations into Marathi, Humor, Toy and movable books, New York Times bestseller, Specimens, Juvenile literature, Adventure, Open Library Staff Picks, Books and reading, Blind, Braille books"
277427,0439136369,0,Harry Potter and the Prisoner of Azkaban (Book 3),138,"Fantasy fiction, orphans, foster homes, fantasy, literature, juvenile fantasy fiction, Locus Award winner, Bram Stoker Award winner, Whitbread Book Award winner, Adventure, Juvenile literature, Juvenile works, Juvenile audience, Children's books, Magic, Open Library Staff Picks, Juvenile fiction, Wizards, New York Times bestseller, Schools, nyt:series_books=2006-09-16, Science Fiction, Fantasy, & Magic, Hogwarts School of Witchcraft and Wizardry (Imaginary place), Witches, Harry Potter (Fictitious character), Ficción juvenil, Magos, Magia, Hogwarts School of Witchcraft and Wizardry (Imaginary organization), Children's Books/Ages 9-12 Fiction, Spanish: Grades 4-7, General, Potter, Harry (Fictitious character), Potter, Harry (Caracter ficticio), Hogwarts School of Witchcraft and Wizardry (Lugar imaginario), Escuelas, Spanish language, Literatura juvenil, Harry Potter (Fictional character), Orphans & Foster Homes, Fantasy & Magic, French language materials, School stories, Family, Fiction, Social Themes, Friendship, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Translations from English, Chinese language materials, England, Chinese fiction, Tong hua, England, fiction, Potter, harry (fictitious character), fiction, Schools, fiction, Children's fiction, Wizards, fiction, Hogwarts school of witchcraft and wizardry (imaginary organization), fiction, Magic, fiction, Fiction, fantasy, general, Magie, Magiciens, Schulferien, Deutschland, Verrat, Freundschaft, Romans, nouvelles, etc. pour la jeunesse, Junge, Good and evil, Jugendgruppe, Fabeltiere, Lüge, Rache, Boarding schools, Deutschland Grenzschutzkommando Mitte Schule, Potter, Harry (Personnage fictif), English literature, Hermione Granger (Fictitious character), Ron Weasley (Fictitious character), Large type books, Juvenile films, Películas cinematográficas juveniles, Hechiceros, Potter, Harry (Personaje literario), Children stories, Novela juvenil, Reading materials, Adventure and adventurers, fiction, Friendship, fiction, Witches, fiction, English Fantasy literature, Translations into Marathi"
